headline,category,date,source
the energy 202 perry meets with ukranian officials on foreign trip as impeachment probe intensifies,politics,2019-10-09 12:22:44,Washington Post
the energy 202 perry meets with ukranian officials on foreign trip as impeachment probe intensifies,politics,2019-10-09 12:22:44,Washington Post
the energy 202 trump attacks energy efficient lightbulbs says you look better with incandescent,politics,2019-10-10 12:27:01,Washington Post
the energy 202 trump attacks energy efficient lightbulbs says you look better with incandescent,politics,2019-10-10 12:27:01,Washington Post
why political turmoil is erupting across latin america,world,2019-10-10 21:41:21,Washington Post
iran says missiles struck one of its oil tankers in the red sea,world,2019-10-11 10:12:00,Washington Post
readers critique the post climate change should be page 1 news,opinions,2019-10-11 16:59:55,Washington Post
readers critique the post climate change should be page 1 news,opinions,2019-10-11 16:59:55,Washington Post
dominion energy is working for a cleaner environment,opinions,2019-10-11 20:15:42,Washington Post
dominion energy is working for a cleaner environment,opinions,2019-10-11 20:15:42,Washington Post
heres why raising gas prices leads violent protests like ecuadors,politics,2019-10-14 11:00:00,Washington Post
heres why raising gas prices leads violent protests like ecuadors,politics,2019-10-14 11:00:00,Washington Post
the energy 202 rick perry has been subpoenaed will he comply,politics,2019-10-14 12:06:00,Washington Post
the energy 202 rick perry has been subpoenaed will he comply,politics,2019-10-14 12:06:00,Washington Post
the energy 202 pentagon watchdog agency to examine militarys use of toxic forever chemicals,politics,2019-10-15 11:45:28,Washington Post
the energy 202 pentagon watchdog agency to examine militarys use of toxic forever chemicals,politics,2019-10-15 11:45:28,Washington Post
the energy 202 trump administration wants to open up more public trails to e bikes no one knows exactly what that means,politics,2019-10-16 12:13:10,Washington Post
the energy 202 trump administration wants to open up more public trails to e bikes no one knows exactly what that means,politics,2019-10-16 12:13:10,Washington Post
minimal taxes can have massive results on climate change,opinions,2019-10-16 21:22:27,Washington Post
minimal taxes can have massive results on climate change,opinions,2019-10-16 21:22:27,Washington Post
power up air conditioning the outdoors heres a window into climate changes intense impact,politics,2019-10-17 10:13:15,Washington Post
power up air conditioning the outdoors heres a window into climate changes intense impact,politics,2019-10-17 10:13:15,Washington Post
the energy 202 wall street shouldnt help huge saudi oil company go public green groups say,politics,2019-10-17 11:59:53,Washington Post
the energy 202 wall street shouldnt help huge saudi oil company go public green groups say,politics,2019-10-17 11:59:53,Washington Post
the energy 202 why democrats forced a failed climate vote in the senate,politics,2019-10-18 12:12:24,Washington Post
the energy 202 why democrats forced a failed climate vote in the senate,politics,2019-10-18 12:12:24,Washington Post
trump to nominate dan brouillette for energy secretary to replace rick perry who has said he will resign by years end,politics,2019-10-18 20:03:39,Washington Post
trump to nominate dan brouillette for energy secretary to replace rick perry who has said he will resign by years end,politics,2019-10-18 20:03:39,Washington Post
trump to nominate energy dept deputy dan brouillette to succeed rick perry as secretary,politics,2019-10-18 21:05:00,Washington Post
trump to nominate energy dept deputy dan brouillette to succeed rick perry as secretary,politics,2019-10-18 21:05:00,Washington Post
egypts brutal retaliation against activists could fuel an islamist revival,opinions,2019-10-18 22:19:04,Washington Post
egypts brutal retaliation against activists could fuel an islamist revival,opinions,2019-10-18 22:19:04,Washington Post
theres an effective and progressive solution for climate change why wont democrats embrace it,opinions,2019-10-20 21:37:06,Washington Post
theres an effective and progressive solution for climate change why wont democrats embrace it,opinions,2019-10-20 21:37:06,Washington Post
the energy 202 weather channel to host its own climate forum for 2020 democrats  and some republicans,politics,2019-10-21 12:05:32,Washington Post
the energy 202 weather channel to host its own climate forum for 2020 democrats  and some republicans,politics,2019-10-21 12:05:32,Washington Post
the warming climate is turning baby sea turtles one gender,world,2019-10-21 19:09:27,Washington Post
us discussing proposal to leave troops around syrias oil fields pentagon says,world,2019-10-21 21:49:00,Washington Post
the energy 202 exxonmobile goes on trial over accusations it misled investors about climate change costs,politics,2019-10-22 12:08:59,Washington Post
the energy 202 exxonmobile goes on trial over accusations it misled investors about climate change costs,politics,2019-10-22 12:08:59,Washington Post
hundreds of tons of oil are contaminating brazils pristine coastline authorities dont know where its coming from,world,2019-10-22 21:47:44,Washington Post
prosecutors flagged possible ties between ukrainian gas tycoon and giuliani associates,politics,2019-10-23 00:22:00,Washington Post
prosecutors flagged possible ties between ukrainian gas tycoon and giuliani associates,politics,2019-10-23 00:22:00,Washington Post
the energy 202 trump administration was against funding great lakes program before it was for it,politics,2019-10-23 12:49:02,Washington Post
the energy 202 trump administration was against funding great lakes program before it was for it,politics,2019-10-23 12:49:02,Washington Post
removing protections for tongass national forest is exactly the wrong thing to do,opinions,2019-10-23 21:04:12,Washington Post
removing protections for tongass national forest is exactly the wrong thing to do,opinions,2019-10-23 21:04:12,Washington Post
the energy 202 a republican and democrat form a climate caucus what can they get done,politics,2019-10-24 12:14:59,Washington Post
the energy 202 a republican and democrat form a climate caucus what can they get done,politics,2019-10-24 12:14:59,Washington Post
trumps focus on protecting oil in syria highlights an evolving us mission,world,2019-10-24 23:40:24,Washington Post
trumps focus on protecting oil in syria highlights an evolving us mission,world,2019-10-24 23:40:24,Washington Post
the energy 202 schumer vows to take 63 million gas powered cars off the road as part of climate plan,politics,2019-10-25 12:07:48,Washington Post
the energy 202 schumer vows to take 63 million gas powered cars off the road as part of climate plan,politics,2019-10-25 12:07:48,Washington Post
u s to leave forces in syria to defend oil fields from isis defense secretary says a partial reversal of trumps withdrawal plan,world,2019-10-25 13:21:22,Washington Post
iraqi forces fire tear gas water cannons and rubber bullets as protests resume,world,2019-10-25 19:26:00,Washington Post
us defense secretary mark esper says us will leave forces in syria to defend oil fields from islamic state,world,2019-10-26 02:12:00,Washington Post
us defense secretary mark esper says us will leave forces in syria to defend oil fields from islamic state,world,2019-10-26 02:12:00,Washington Post
u s military begins bolstering its numbers in syrias oil field region defense officials say,world,2019-10-26 16:08:35,Washington Post
the health 202 officials confirm thc oil is linked to vaping deaths    but they cant regulate it for safety,politics,2019-10-28 11:41:39,Washington Post
the health 202 officials confirm thc oil is linked to vaping deaths    but they cant regulate it for safety,politics,2019-10-28 11:41:39,Washington Post
the energy 202 trumps desire to take syrian oil presents a barrelful of problems,politics,2019-10-28 12:07:33,Washington Post
the energy 202 trumps desire to take syrian oil presents a barrelful of problems,politics,2019-10-28 12:07:33,Washington Post
the energy 202 look at my record child biden responds to environmental activist,politics,2019-10-29 12:15:07,Washington Post
the energy 202 look at my record child biden responds to environmental activist,politics,2019-10-29 12:15:07,Washington Post
california shows the difficulties of hardening the nation to climate change,opinions,2019-10-29 21:58:01,Washington Post
california shows the difficulties of hardening the nation to climate change,opinions,2019-10-29 21:58:01,Washington Post
power up california vs trump raging wildfires show the risks of trumps climate approach,politics,2019-10-30 10:27:31,Washington Post
power up california vs trump raging wildfires show the risks of trumps climate approach,politics,2019-10-30 10:27:31,Washington Post
